3207	リスト リスト 破線 グラフ 描い その 色 パステル 調 の 指定 する	plt.plot(xdata, ydata, linestyle='dash', color='pastel')
3208	パレットトルコイズ ヒストグラム 色 設定 する	plt.hist(データ列, color='paleturquoise')
3209	一方 含ま れ 他方 含ま れ ない 集合	aSet.difference(aSet2)
3210	ライトグリーン 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='lightgreen')
3211	整数 八 進 文字 列	oct(n)[2:]
3212	文字 列 内 ひとつ 数字 含ま れる	any(c.isdigit() for c in s)
3213	データ フレーム グループ 毎 標準 偏差	df.groupby(column).std()
3214	折れ線 グラフ 描画 し その 色 ミント クリーム 設定 する	plt.plot(データ列, データ列2, color='mintcream')
3215	オプション 色 プラム セット する	color = 'plum'
3216	データ 列 尖 度	ds.skew()
3217	カウンタ 最も 頻出 な 要素 件数 算出 する	aCounter.most_common()[1]
3218	オプション ダーク オリーブ グリーン グラフ 色 指定 する	color = 'darkolivegreen'
3219	青い 濃い プロット する	plt.plot(xdata, ydata, linestyle='deep', color='b')
3220	ふたつ 関係 上位 集合 もしくは 等しい 調べる	aSet > aSet2
3221	最小 値 データ フレーム カラム 欠損 値 埋める	df[col].fillna(df[col].min())
3222	ヘッダ 指定 せ ず 読み込む	pd.read_csv(filename, header=None)
3223	列 キー し データ フレーム 内部 結合 する	pd.merge(df, df2, on=column, how='inner')
3224	データ フレーム それぞれ グループ ごと 分散 求める	df.groupby(column).var()
3225	データ フレーム 欠損 値 前 行 値 する	df.fillna(method='ffill')
3226	小数点 数 双曲線 正弦	math.sinh(x)
3227	折れ線 グラフ 印 バツ 印 する	plt.plot(データ列, データ列2, marker='x')
3228	両端 キュー 要素 インプレース 逆順 する	deq.reverse()
3229	オプション グラフ 色 スレート ブルー 指定 する	color = 'slateblue'
3230	スラグレー ヒストグラム 色 セット する	plt.hist(データ列, color='slategrey')
3231	データ 列 等間隔 個 分割 する	pd.cut(ds, n)
3232	データ フレーム リスト カラム 中 文字 列 文字 列 いくつ 存在 する 数える	df[aList].isin([value, value2]).sum()
3233	降順 データ フレーム 破壊 的 列 ソート する	df.sort_values(by=column, ascending=False, inplace=True)
3234	整数 整数	x.is_integer()
3235	オブジェクト 集合 クラス	isinstance(obj, set)
3236	データ 列 中 文字 列 存在 する	ds.isin([value])
3237	折れ線 グラフ 色 やわらかい 青 設定 する	plt.plot(データ列, データ列2, color='cornflowerblue')
3238	赤い 右 三 角 マーカー 用い 散布 図 描画 する	plt.plot(xdata, ydata, marker='>', c='r')
3239	全 要素 初期 化 さ れ た 配列	np.ones(要素数, dtype=np.int)
3240	オプション 先頭 カラム インデックス 設定 する	index_col = 0
3241	二つ マッピング ネスト 化 する	collections.ChainMap(aDict, aDict2)
3242	画面 用 グラフ 設定 する	sns.set(context='notebook')
3243	データ フレーム 重複 する データ 削除 する	df.drop_duplicates()
3244	改行	'\n'
3245	ヒストグラム 描画 し その 色 スラグレー 指定 する	plt.hist(データ列, color='slategray')
3246	以上 かつ 以下	n <= n2 and n2 <= n3
3247	文字 列 中 部分 文字 列 含ま れ ない	sub not in s
3248	文字 列 区切り 区切り 列挙 する	s.split(sep)
3249	黒い 折れ線 グラフ 描画 する	plt.plot(データ列, データ列2, color='k')
3250	カラム 欠損 値 最 頻 値 セット する	ds.fillna(ds.mode().iloc[0])
3251	ヒストグラム 色 赤 指定 する	plt.hist(データ列, color='red')
3252	青い 濃い 描画 する	plt.plot(xdata, ydata, linestyle='deep', color='b')
3253	ファイル 開く	open(filepath)
3254	文字 列 イテラブル 変換 し 空白 結合 する	' '.join(map(str, iterable))
3255	白色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='white')
3256	データ フレーム 中 列 ビン 数 ビン 分割 する	pd.cut(df[col], n)
3257	二 進 文字 列 整数 変換 する	int(s, 2)
3258	オプション ミディアムパープル 色 使う	color = 'mediumpurple'
3259	データ フレーム 中 欠損 値 合計 カウント する	df.isna().sum()
3260	データ フレーム 列 値 で ない 行 フィルタ する	df[df[column] == x]
3261	ヒストグラム 描画 し 色 サーモン 設定 する	plt.hist(データ列, color='salmon')
3262	線 グラフ 描画 し 色 ミディアムバイオレットレッド 設定 する	plt.plot(データ列, データ列2, color='mediumvioletred')
3263	標準 入力 文字 読み込む	sys.stdin.read(1)
3264	値 下線 付き プリント できる 文字 列 変換 する	f'\033[4m{value}\033[0m'
3265	折れ線 グラフ 描画 し その 色 トマト 設定 する	plt.plot(データ列, データ列2, color='tomato')
3266	オプション グラフ 色 ダークスラテグレー 設定 する	color = 'darkslategray'
3267	オプション 文字 限定 する	flag = re.ASCII
3268	ヒストグラム 色 指定 する	plt.hist(データ列, color='darkslategrey')
3269	青 緑色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='teal')
3270	二つ 実行 結果 改行 なし プリント する	print(value, value2, end='')
3271	平均 標準 偏差 疑似 乱数 発生 さ せる	random.normalvariate(mu=0.5, sigma=0.2)
3272	データ フレーム イン ポート する	import pandas as pd
3273	日付 データ 日付 データ 遅い	aDate > aDate2
3274	表 データ データ 型 リスト	df.dtypes
3275	リスト パステル 調 色 ヒストグラム 描画 する	plt.hist(xdata, color='pastel')
3276	データ フレーム カラム 正規 表現 文字 列 マッチ する 行 抽出 する	df[df[column].str.match(s)]
3277	線 グラフ 描画 し その 色 ダーク グレー 設定 する	plt.plot(データ列, データ列2, color='darkgrey')
3278	マゼンタ 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='magenta')
3279	プラットホーム エン コーディング 使う	sys.getdefaultencoding()
3280	ミディアムシアグリーン 色 ヒストグラム 描画 する	plt.hist(データ列, color='mediumseagreen')
3281	乗 求める	n ** 2
3282	線 グラフ 描画 し その 色 ダーク レッド 設定 する	plt.plot(データ列, データ列2, color='darkred')
3283	カウンタ 同士 ユニオン	aCounter | aCounter2
3284	ナバホホワイト 色 ヒストグラム 描画 する	plt.hist(データ列, color='navajowhite')
3285	青い 右 三 角 マーカー 折れ線 グラフ 描画 する	plt.plot(データ列, データ列2, marker='>', markerfacecolor='b')
3286	オプション パウダー ブルー グラフ 色 設定 する	color = 'powderblue'
3287	オプション ダイアモンドマーカー 使う	marker = 'D'
3288	ヒストグラム 描画 し その 色 プラム 変更 する	plt.hist(データ列, color='plum')
3289	オブジェクト プロパティ ある 調べる	hasattr(obj, プロパティ名)
3290	等差 数列 整数 乱数 生成 する	random.randrange(start, end, step)
3291	配列 データ 列 散布 図 描画 し マーカー ポイント 設定 する	plt.plot(xdata, ydata, marker='.')
3292	黒色 バツ マーカー 散布 図 用いる	plt.plot(xdata, ydata, marker='x', c='k')
3293	プロット データ ラベル 位置 指定 する	plt.legend(loc=(x, y))
3294	ヒストグラム 描画 し その 色 インディアン レッド 設定 する	plt.hist(データ列, color='indianred')
3295	最初 カテゴリー 除外 し データ フレーム 列 ダミー 変数 変換 する	pd.get_dummies(df[column], drop_first=True)
3296	積 算出 する	n * n2
3297	折れ線 グラフ 色 赤く する	plt.plot(データ列, データ列2, color='r')
3298	データ フレーム 列 未 入力 値 直前 値 埋める	df[col].fillna(method='ffill')
3299	折れ線 グラフ 三角 マーカー 線 幅 設定 する	plt.plot(データ列, データ列2, marker='^', markeredgewidth=n)
3300	グラフ 横 軸 ラベル 付ける	plt.xlabel(untitled)
3301	線 グラフ 描画 し 色 ライトグリーン 設定 する	plt.plot(データ列, データ列2, color='lightseagreen')
3302	折れ線 グラフ 描画 し その 色 パールゴールデンロッド 設定 する	plt.plot(データ列, データ列2, color='palegoldenrod')
3303	色 差別 ない グラフ 色 カラー コード 設定 する	plt.plot(xdata, ydata, linestyle='colorblind', color=rgb)
3304	列 正規 分布 どの 程度 歪ん いる 見る	ds.kurt()
3305	本日 土曜日	datetime.datetime.today().weekday() == 5
3306	等しい 値	None
3307	データ フレーム 列 各 データ 何 回 出現 する 見る	df[col].value_counts()
3308	エクセルファイルファイル ファイル データ フレーム 保存 する	df.to_excel(filename)
3309	ヒストグラム 描画 し 色 オレンジ 設定 する	plt.hist(データ列, color='orange')
3310	ヒストグラム 色 パパイヤウィップ 設定 する	plt.hist(データ列, color='papayawhip')
3311	ヒストグラム 色 ターコイズ 設定 する	plt.hist(データ列, color='turquoise')
3312	リスト 数列 散布 図 描画 し マーカー 変更 する	plt.plot(xdata, ydata, marker='v')
3313	赤色 淡い 折れ線 描画 する	plt.plot(xdata, ydata, linestyle='muted', color='r')
3314	データ フレーム 各 列 毎 グループ 化 し 列 合計 求める	df.groupby(column)[column2].sum()
3315	折れ線 グラフ 四角 マーカー 青く する	plt.plot(データ列, データ列2, marker='s', markerfacecolor='b')
3316	八 進 文字 列 バイト 列 する	int(s, 8).to_bytes(length=bytesize, byteorder='big')
3317	ヒストグラム 描画 し その 色 スラグレー 設定 する	plt.hist(データ列, color='slategrey')
3318	ファイル 全体 行 単位 分割 し 読み込む	f.readlines()
3319	データ 列 リスト 散布 図 描画 し 色 淡い 設定 する	plt.plot(xdata, ydata, c='muted')
3320	ナバホホワイト 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='navajowhite')
3321	線 グラフ 描画 し その 色 ダーク カーキ 設定 する	plt.plot(データ列, データ列2, color='darkkhaki')
3322	以下 それ 以上	n <= n2 or n >= n3
3323	文字 列 アルファベット 調べる	s.isalpha()
3324	小文字 列	string.ascii_lowercase
3325	イテラブル カウンタ 変換 する	collections.Counter(iterable)
3326	黒い 色 差別 ない プロット する	plt.plot(xdata, ydata, linestyle='colorblind', color='k')
3327	折れ線 グラフ 左 三 角 マーカー 使う	plt.plot(データ列, データ列2, marker='<')
3328	ヒストグラム 描画 し その 色 ライトスレイグレー 設定 する	plt.hist(データ列, color='lightslategray')
3329	グラフ 見栄え 綺麗 する	import seaborn as sns
3330	文字 列 全て 識別子 名 どう 調べる	s.isidentifier()
3331	リスト リスト 散布 図 描い 星 マーカー 色 カラー コード 変更 する	plt.plot(xdata, ydata, marker='*', c=rgb)
3332	オプション オレンジ グラフ 色 変更 する	color = 'orange'
3333	集合 別 集合 要素 全て 除く	aSet.difference_update(aSet2)
3334	辞書 形式 文字 列 変換 する	json.dumps(aDict, ensure_ascii=False)
3335	整数 タプル どれ 調べる	n in aTuple
3336	文字 列 スタック スタック する	deq.append(element)
3337	散布 図 赤い 大 バツ マーカー 使う	plt.plot(xdata, ydata, marker='X', c='r')
3338	ヒストグラム 描画 し その 色 ホワイトスモーク 設定 する	plt.hist(データ列, color='whitesmoke')
3339	リスト イテラブル 黒い パステル 調 の 描画 する	plt.plot(xdata, ydata, linestyle='pastel', color='k')
3340	オプション ディムグレー 用いる	color = 'dimgray'
3341	淡い 色 配列 データ 列 散布 図 重なり 見やすく 描画 する	plt.plot(xdata, ydata, c='muted', alpha=0.5)
3342	折れ線 グラフ 色 ペールグリーン 変更 する	plt.plot(データ列, データ列2, color='palegreen')
3343	日付 時刻 データ 浮動 小数点 数 変換 する	aDatetime.timestamp()
3344	ベクトル 元 全 要素 行列	np.ones_like(aArray)
3345	日付 時刻 データ 週間 分 引く	aDatetime - datetime.timedelta(weeks=n)
3346	ヒストグラム 描画 し その 色 ライト シアン 変更 する	plt.hist(データ列, color='lightcyan')
3347	データ フレーム 列 昇順 ソート し 更新 する	df.sort_values(by='A', ascending=True, inplace=True)
3348	マッピング 項目 名 値 もしくは 要素 得る	aDict.get(key, element)
3349	乱数 シード 初期 化 する	random.seed()
3350	ヒストグラム 描画 し その 色 ライトグリーン 設定 する	plt.hist(データ列, color='lightgreen')
